===== D LLM START 2026-09-20T02:50:20+00:00 =====
2026-09-20 02:54:41,824 | INFO    | __main__ | experiment D/E LLM beida_20260819040000_20260902040000: incidents=568 merged=568
2026-09-20 02:59:32,457 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0462 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,459 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0455 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,463 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0465 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,466 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0458 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,469 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0460 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,469 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0467 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,469 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0463 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,471 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0469 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,474 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0466 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,474 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0468 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,476 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0464 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,477 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0471 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,480 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0472 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,481 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0473 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,489 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0474 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,490 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0476 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,490 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0475 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,498 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0478 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,501 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0470 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,501 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0480 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,506 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0479 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,506 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0481 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,508 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0477 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,512 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0482 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,515 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0483 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,515 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0484 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,520 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0486 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,523 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0488 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,534 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0485 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,534 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0487 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,535 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0489 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,538 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0491 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,538 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0490 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,541 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0492 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,541 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0493 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,547 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0494 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,550 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0495 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,558 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0498 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,565 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0496 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,565 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0500 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,566 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0497 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,566 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0499 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,569 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0501 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,575 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0502 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,577 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0503 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,588 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0506 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,590 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0504 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,592 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0510 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,595 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0508 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,596 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0505 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,596 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0507 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,603 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0509 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,607 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0513 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,608 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0514 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,611 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0512 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,611 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0515 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,615 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0516 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,616 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0518 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,620 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0511 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,621 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0519 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,624 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0520 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,624 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0517 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,633 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0521 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,636 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0523 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,636 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0522 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,636 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0525 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,636 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0524 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,647 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0526 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,650 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0527 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,655 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0528 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,657 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0529 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,663 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0530 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,663 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0533 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,665 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0532 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,666 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0531 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,670 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0534 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,676 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0535 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,680 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0537 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,691 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0539 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,691 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0541 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,695 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0536 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,698 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0540 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,700 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0538 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,703 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0543 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,707 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0542 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,713 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0547 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,714 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0545 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,715 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0546 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,716 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0544 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,724 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0548 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,726 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0549 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,733 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0550 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,734 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0552 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,742 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0553 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,744 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0555 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,744 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0551 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,746 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0554 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,746 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0556 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,748 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0557 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,762 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0560 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,762 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0559 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,768 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0558 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,768 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0562 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,780 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0564 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,781 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0563 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,781 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0565 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,785 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0566 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,786 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0561 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,787 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0567 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,788 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0568 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,790 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0570 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,790 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0569 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,794 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0573 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,797 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0572 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,799 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0571 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,801 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0576 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,801 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0575 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,812 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0578 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,816 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0584 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,817 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0583 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,818 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0580 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,820 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0582 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,822 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0577 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,825 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0579 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,826 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0574 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,827 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0581 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,829 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0586 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,830 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0585 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,830 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0587 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,832 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0588 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,832 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0589 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,837 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0593 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,839 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0592 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,840 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0590 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,844 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0591 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,844 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0595 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,850 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0594 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,850 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0596 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,850 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0597 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,851 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0598 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,853 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0599 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,866 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0606 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,867 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0603 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,870 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0604 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,872 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0602 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,873 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0607 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,875 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0601 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,875 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0609 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,876 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0610 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,883 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0608 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,884 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0614 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,886 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0600 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,886 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0612 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,887 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0616 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,887 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0605 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,888 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0613 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,889 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0617 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,890 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0615 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,890 | WARNING | aiops.incident_predictions | incident INC_chengdu_20260819040000_20260902040000_0611 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 02:59:32,909 | INFO    | __main__ | experiment D/E LLM chengdu_20260819040000_20260902040000 done: high=0 low=617
2026-09-20 03:03:22,296 | INFO    | __main__ | experiment D/E LLM guangzhou_20260819040000_20260902040000: incidents=556 merged=556
2026-09-20 03:03:22,310 | WARNING | aiops.incident_predictions | incident INC_guangzhou_20260819040000_20260902040000_0002 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:03:22,315 | WARNING | aiops.incident_predictions | incident INC_guangzhou_20260819040000_20260902040000_0001 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:03:22,318 | WARNING | aiops.incident_predictions | incident INC_guangzhou_20260819040000_20260902040000_0003 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:03:22,323 | WARNING | aiops.incident_predictions | incident INC_guangzhou_20260819040000_20260902040000_0004 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:03:22,328 | WARNING | aiops.incident_predictions | incident INC_guangzhou_20260819040000_20260902040000_0008 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:03:22,331 | WARNING | aiops.incident_predictions | incident INC_guangzhou_20260819040000_20260902040000_0009 LLM failed: <urlopen error [Errno 111] Connection refused>
2026-09-20 03:03:22,345 | WARNING | aiops.incident_predictions | incident INC_guangzhou_20260819040000_20260902040000_0012 LLM failed: <urlopen error [Errno 111] Connection refused>
